Product,Brand,Quantity,Store,Country,URL,Search_Term
Le granola super pepites,,,,France,https://world.openfoodfacts.org/product/3770015981492/le-granola-super-pepites,granola
Granola figues et amandes,,,,France,https://world.openfoodfacts.org/product/3770026693117/granola-figues-et-amandes,granola
Bouchées granola,Made good,,,France,https://world.openfoodfacts.org/product/0377456222011/bouchees-granola-made-good,granola
Granola Protein Bio,,,,France,https://world.openfoodfacts.org/product/3662072079949/granola-protein-bio,granola
Granola orangette,Porridge Lab,,,France,https://world.openfoodfacts.org/product/3770014104298/granola-orangette-porridge-lab,granola
Granola,Le labo food,,,France,https://world.openfoodfacts.org/product/3770021288004/granola-le-labo-food,granola
Granola pruneaux noix,Positive Healthy foods,,,France,https://world.openfoodfacts.org/product/3334602470259/granola-pruneaux-noix-positive-healthy-foods,granola
Coconut cashew grain free granola,Hungry root,,,France,https://world.openfoodfacts.org/product/0311701002706/coconut-cashew-grain-free-granola-hungry-root,granola
Coconut cashew granola,Hungryroot,,,France,https://world.openfoodfacts.org/product/0311701164039/coconut-cashew-granola-hungryroot,granola
Sprouted Quinoa Cacao Granola,One Degree Organic Foods,,,France,https://world.openfoodfacts.org/product/0375625352064/sprouted-quinoa-cacao-granola-one-degree-organic-foods,granola
Granola Vanille Noisette,Porridge  Lab,,,France,https://world.openfoodfacts.org/product/3770014104373/granola-vanille-noisette-porridge-lab,granola
Grain free granola berry burst,Thrive,,,France,https://world.openfoodfacts.org/product/30983557/grain-free-granola-berry-burst-thrive,granola
Granola,Scrumshus,,,France,https://world.openfoodfacts.org/product/0300533353643/granola-scrumshus,granola
Granola Saveurs de Noël,Le Petit Déjeuner Français,,,France,https://world.openfoodfacts.org/product/3770024530056/granola-saveurs-de-noel-le-petit-dejeuner-francais,granola
Granola  more nuts and honey,Irrewarra,,,France,https://world.openfoodfacts.org/product/0345800000431/granola-more-nuts-and-honey-irrewarra,granola
À la grecque granola chocolat,Charles & Alice,,,France,https://world.openfoodfacts.org/product/3297760084143/a-la-grecque-granola-chocolat-charles-alice,granola
Granola fresa,Mercadona,,,France,https://world.openfoodfacts.org/product/0324339400080/granola-fresa-mercadona,granola
Granola choco coco framboise,Marcel & fils,,,France,https://world.openfoodfacts.org/product/3760313530737/granola-choco-coco-framboise-marcel-fils,granola
Granola peanut mama,,,,France,https://world.openfoodfacts.org/product/3770027778660/granola-peanut-mama,granola
Granola maison - Pauline - Pauline - Pauline,Pauline,,,France,https://world.openfoodfacts.org/product/3780191203806/granola-maison-pauline-pauline-pauline,granola
Protein granola,Aldi,,,France,https://world.openfoodfacts.org/product/3027847009253/protein-granola-aldi,granola
Granola fruit à coque,Bio par nature,300 g,,France,https://world.openfoodfacts.org/product/3760211822583/granola-fruit-a-coque-bio-par-nature,granola
Granola gianduja noisette,,,,France,https://world.openfoodfacts.org/product/3770015981683/granola-gianduja-noisette,granola
Granola bio essentiels,,,,France,https://world.openfoodfacts.org/product/0374400543109/granola-bio-essentiels,granola
Granola super pépites rocher noix de coco et chocolat noir,,,,France,https://world.openfoodfacts.org/product/3770015981690/granola-super-pepites-rocher-noix-de-coco-et-chocolat-noir,granola
Le granola noisette,Funky veggie,,,France,https://world.openfoodfacts.org/product/3770032456089/le-granola-noisette-funky-veggie,granola
"Granola sarrasin germé, miel et pommes",Milu pomme,,,France,https://world.openfoodfacts.org/product/3683080625812/granola-sarrasin-germe-miel-et-pommes-milu-pomme,granola
"Low sugar, chocolate chip peanut butter, butter, granola, breakfast cookie","Horton House, scone company",,,France,https://world.openfoodfacts.org/product/0333210374297/low-sugar-chocolate-chip-peanut-butter-butter-granola-breakfast-cookie-horton-house,granola
Granola chocolat noisettes,Joody,,,France,https://world.openfoodfacts.org/product/0374446639125/granola-chocolat-noisettes-joody,granola
"Proteinova granola s brusinkami,kakaový boby a kusů ořechy",,,,France,https://world.openfoodfacts.org/product/3531181013963/proteinova-granola-s-brusinkami-kakaovy-boby-a-kus%C5%AF-o%C5%99echy,granola
Granola bio premium chocolat noir,Shouka,,,France,https://world.openfoodfacts.org/product/3760336041326/granola-bio-premium-chocolat-noir-shouka,granola
Bowls Skyr Granola,Schogette,100 g,,Germany,https://world.openfoodfacts.org/product/4000607726309/bowls-skyr-granola-schogette,granola
Bio Hafer Granola,Koro,,,Germany,https://world.openfoodfacts.org/product/4255582805963/cruesli-koro,granola
"EnerBIO Kerne & Saaten Granola 4068134046611 Bio Müsli mit 53% Kernen und Saaten, gebacken",Ener BIO,,,Germany,https://world.openfoodfacts.org/product/4068134046611/kerne-saaten-granola-ener-bio,granola
Granola noten & zaden,Goldenbridge,500 gram,aldi,Germany,https://world.openfoodfacts.org/product/4065019130557/granola-noten-zaden-goldenbridge,granola
Mango and granola,Aldi,,,Germany,https://world.openfoodfacts.org/product/4061464836938/mango-and-granola-aldi,granola
Cluster granola crunch,,,,Germany,https://world.openfoodfacts.org/product/4099100339970/cluster-granola-crunch,granola
Granola Crunch,Millville,,Aldi,Germany,https://world.openfoodfacts.org/product/4061459350579/granola-crunch-millville,granola
Granola protein&nut,,,,Germany,https://world.openfoodfacts.org/product/4008713713756/granola-protein-nut,granola
Vegan granola biscuits,,,,Germany,https://world.openfoodfacts.org/product/4061459650730/vegan-granola-biscuits,granola
Pink granola,Mymuesly,,,Germany,https://world.openfoodfacts.org/product/4251680805867/pink-granola-mymuesly,granola
Christmas cookie granola,MyMuesli,,,Germany,https://world.openfoodfacts.org/product/4251680805928/christmas-cookie-granola-mymuesli,granola
Coconut &Chia Granola,Just organic,,,Germany,https://world.openfoodfacts.org/product/4088700152775/coconut-chia-granola-just-organic,granola
"Raisin, Nut & Honey Granola",Sainsbury's,,Sainsbury's,Germany,https://world.openfoodfacts.org/product/0400497626477/raisin-nut-honey-granola-sainsbury-s,granola
Kikis granola,Kikis kitchen,,,Germany,https://world.openfoodfacts.org/product/4251837802534/kikis-granola-kikis-kitchen,granola
Granola,Graines,,,Germany,https://world.openfoodfacts.org/product/4136070604346/granola-graines,granola
Brassé végétal nature au lait de coco   Granola chocolat,Yatal,,,Germany,https://world.openfoodfacts.org/product/0414540344232/brasse-vegetal-nature-au-lait-de-coco-granola-chocolat-yatal,granola
Wake-up protein granola,Feel fit,,,Germany,https://world.openfoodfacts.org/product/4207972372302/wake-up-protein-granola-feel-fit,granola
Granola,,,,Germany,https://world.openfoodfacts.org/product/4260588770108/granola,granola
Granola noisette amandes,Auchan,,Auchan,Germany,https://world.openfoodfacts.org/product/4385931242405/granola-noisette-amandes-auchan,granola
Granola,LU,,,Germany,https://world.openfoodfacts.org/product/4395706072144/granola-lu,granola
Granola minis,Made Good,,,Germany,https://world.openfoodfacts.org/product/4344444593329/granola-minis-made-good,granola
Granola chocolate,Millville,11 oz,Aldi,Germany,https://world.openfoodfacts.org/product/4061459963397/granola-chocolate-millville,granola
Granola,Trader joes,,,Germany,https://world.openfoodfacts.org/product/0400889268094/granola-trader-joes,granola
Paleo granola,GoldenVale,,,Germany,https://world.openfoodfacts.org/product/4088700266656/paleo-granola-goldenvale,granola
"Quinoa, chia & flaxseed granola - Organics",,,,Germany,https://world.openfoodfacts.org/product/4059464116563/quinoa-chia-flaxseed-granola-organics,granola
Zaras Granola,,,,Germany,https://world.openfoodfacts.org/product/4088600099149/zaras-granola,granola
Passion Fruit Granola,Trader Joe's,,,Germany,https://world.openfoodfacts.org/product/0440674237416/passion-fruit-granola-trader-joe-s,granola
Lemon Bar Granola,Millville,,,Germany,https://world.openfoodfacts.org/product/4061462603730/lemon-bar-granola-millville,granola
Just the Clusters Vanilla Almond Granola,Trader Joe's,,,Germany,https://world.openfoodfacts.org/product/0400865261903/just-the-clusters-vanilla-almond-granola-trader-joe-s,granola
Granola austrália keto low carb original,Heart’s natura,,,Germany,https://world.openfoodfacts.org/product/4015540933141/granola-australia-keto-low-carb-original-heart-s-natura,granola
High protein granola,,,,Germany,https://world.openfoodfacts.org/product/4335619007680/high-protein-granola,granola
Apple and almond honey granola,Millville,,Aldi,Germany,https://world.openfoodfacts.org/product/4061462987137/apple-and-almond-honey-granola-millville,granola
Granola Realfooding,Realfooding,,,Spain,https://world.openfoodfacts.org/product/8437016898291/granola-realfooding,granola
Granola chocolate,One day,,,Spain,https://world.openfoodfacts.org/product/8437025439027/granola-chocolate-one-day,granola
Granola clasica con chocolate,Ametller Origen,,,Spain,https://world.openfoodfacts.org/product/8436607853060/granola-clasica-con-chocolate-ametller-origen,granola
Carré de granola à la tomate,Ysonut,,,Spain,https://world.openfoodfacts.org/product/8412181420812/carre-de-granola-a-la-tomate-ysonut,granola
Granola House,Granola House,500 g,,Spain,https://world.openfoodfacts.org/product/0844458501425/granola-house,granola
Granola,Back roads,,,Spain,https://world.openfoodfacts.org/product/0844443004450/granola-back-roads,granola
One day Granola natural,One day,,,Spain,https://world.openfoodfacts.org/product/8437025439003/one-day-granola-natural,granola
Granola,Como como,,,Spain,https://world.openfoodfacts.org/product/8436609280246/granola-como-como,granola
Granola Minis,MadeGood,,,Spain,https://world.openfoodfacts.org/product/0843222577420/granola-minis-madegood,granola
Blueberry granola,Purely Elizabeth,,,Spain,https://world.openfoodfacts.org/product/0845240050138/blueberry-granola-purely-elizabeth,granola
Granola Bites,La New Yorkina,,,Spain,https://world.openfoodfacts.org/product/8437016898192/granola-bites-la-new-yorkina,granola
Granola,Purely Elizabeth,,,Spain,https://world.openfoodfacts.org/product/0844045030352/granola-purely-elizabeth,granola
Granola naranja y algarroba,One day,,,Spain,https://world.openfoodfacts.org/product/8437025439072/granola-naranja-y-algarroba-one-day,granola
natù granola mandorle e mirtilli rossi,Rigoni di Asiago,250 g,,Italy,https://world.openfoodfacts.org/product/8052575092036/natu-granola-mandorle-e-mirtilli-rossi-rigoni-di-asiago,granola
Granola Barretta al cioccolato fondente,Zanzibar snack,,,Italy,https://world.openfoodfacts.org/product/8052462271933/granola-barretta-al-cioccolato-fondente-zanzibar-snack,granola
Banana Bread Granola,Safe + Fair,,,Italy,https://world.openfoodfacts.org/product/0810023590798/banana-bread-granola-safe-fair,granola
Banana Bread. Granola,Safe. +. Fair,,,Italy,https://world.openfoodfacts.org/product/0810023521112/banana-bread-granola-safe-fair,granola
Monster Cookie Granola,Bakery on Main,,,Italy,https://world.openfoodfacts.org/product/0835203003820/monster-cookie-granola-bakery-on-main,granola
Coconut cocoa granola,Gemme bio,,,Italy,https://world.openfoodfacts.org/product/8015282009100/coconut-cocoa-granola-gemme-bio,granola
365 Cinnamon Granola,365 Whole Foods Market,,,Italy,https://world.openfoodfacts.org/product/8074252523381/365-cinnamon-granola-365-whole-foods-market,granola
Granola,,,,Italy,https://world.openfoodfacts.org/product/8052462271902/granola,granola
Berries and granola greek yogurt,Farmers fridge,,,Italy,https://world.openfoodfacts.org/product/0810128370196/berries-and-granola-greek-yogurt-farmers-fridge,granola
Granola - Tia Sonia - Tia Sonia - Tia Sonia,,,,Italy,https://world.openfoodfacts.org/product/0828713750056/granola-tia-sonia-tia-sonia-tia-sonia,granola
Raisin & almond honey granola,Simply nature,,,Italy,https://world.openfoodfacts.org/product/8090106000228/raisin-almond-honey-granola-simply-nature,granola
Triple Berry granola,Kowalski’s,,,Italy,https://world.openfoodfacts.org/product/0810051162363/triple-berry-granola-kowalski-s,granola
Blueberry Cinnamon Low Carb Keto Granola,Snacks Generation,,,Italy,https://world.openfoodfacts.org/product/0819562021701/blueberry-cinnamon-low-carb-keto-granola-snacks-generation,granola
Granola - Naturale,,,,Italy,https://world.openfoodfacts.org/product/0828455420507/granola-naturale,granola
Granola frutti rossi,,,,Italy,https://world.openfoodfacts.org/product/8028169208213/granola-frutti-rossi,granola
Granola proteica,,,,Italy,https://world.openfoodfacts.org/product/0828455421207/granola-proteica,granola
Granola cacau,,,,Italy,https://world.openfoodfacts.org/product/0828867076293/granola-cacau,granola
Farm boy maple walnut granola clsuters,,,,Italy,https://world.openfoodfacts.org/product/0808912014722/farm-boy-maple-walnut-granola-clsuters,granola
Out granola crunchy nuts,,,,Netherlands,https://world.openfoodfacts.org/product/8720618259486/out-granola-crunchy-nuts,granola
Granola,Wissel waar,,,Netherlands,https://world.openfoodfacts.org/product/8711521974443/granola-wissel-waar,granola
Halfvolle yoghurt met blauwe bessen en granola,Healthy hand,,,Netherlands,https://world.openfoodfacts.org/product/8717215037678/halfvolle-yoghurt-met-blauwe-bessen-en-granola-healthy-hand,granola
Instock Granola,,,,Netherlands,https://world.openfoodfacts.org/product/8719326026220/instock-granola,granola
Crunch granola,Chokay,,,Netherlands,https://world.openfoodfacts.org/product/8718481612354/crunch-granola-chokay,granola
Bear Naked Granola,,,,Netherlands,https://world.openfoodfacts.org/product/0874693100787/bear-naked-granola,granola
Vanilla Almond Crunch Granola,Laura’s Gourmet Granola,,,Netherlands,https://world.openfoodfacts.org/product/8781468001007/vanilla-almond-crunch-granola-laura-s-gourmet-granola,granola
Granola Lemon Poppy Seed,OOT Granola,,,Netherlands,https://world.openfoodfacts.org/product/8719992763870/granola-lemon-poppy-seed-oot-granola,granola
Granola protein crunch,Holie,,,Netherlands,https://world.openfoodfacts.org/product/8719327097311/granola-protein-crunch-holie,granola
Granola Chocolate Crunch,,,,Netherlands,https://world.openfoodfacts.org/product/8720256081197/granola-chocolate-crunch,granola
Granola bar,Smaakt,,,Netherlands,https://world.openfoodfacts.org/product/8719153037130/granola-bar-smaakt,granola
Bear naked granola,,,,Netherlands,https://world.openfoodfacts.org/product/0874693135604/bear-naked-granola,granola
Granola peanut butter,,,,Netherlands,https://world.openfoodfacts.org/product/8720256086222/granola-peanut-butter,granola
Granola amandel & rozijn,Crisp,,,Netherlands,https://world.openfoodfacts.org/product/8719324522229/granola-amandel-rozijn-crisp,granola
Granola protein crunch,Hollies,,,Netherlands,https://world.openfoodfacts.org/product/8719328702832/granola-protein-crunch-hollies,granola
Granola,Xxl nutrition,,,Netherlands,https://world.openfoodfacts.org/product/8719214567675/granola-xxl-nutrition,granola
Granola aux gros éclats de chocolat,,,,Netherlands,https://world.openfoodfacts.org/product/8704094613109/granola-aux-gros-eclats-de-chocolat,granola
Ristet crunchy havre granola,Axa,,,Netherlands,https://world.openfoodfacts.org/product/8704789023442/ristet-crunchy-havre-granola-axa,granola
Granola,,,,Netherlands,https://world.openfoodfacts.org/product/8711521972975/granola,granola
Granola lemon poppy seed,Pot granola,,,Netherlands,https://world.openfoodfacts.org/product/8720618259608/granola-lemon-poppy-seed-pot-granola,granola
Granola v maanen,,,,Netherlands,https://world.openfoodfacts.org/product/8719699222915/granola-v-maanen,granola
Bowl de Manga com Granola de ananás e côco,Lidl,,,Portugal,https://world.openfoodfacts.org/product/5605089250084/bowl-de-manga-com-granola-de-ananas-e-coco-lidl,granola
Choky Granola Chocolate,Nolita,,,Portugal,https://world.openfoodfacts.org/product/5600793457323/choky-granola-chocolate-nolita,granola
Honey Granola nuts,Hello day,,,Poland,https://world.openfoodfacts.org/product/5902596646462/honey-granola-nuts-hello-day,granola
Granola with 3 types of chocolate,One day more,,,Poland,https://world.openfoodfacts.org/product/5902884465928/granola-with-3-types-of-chocolate-one-day-more,granola
Ba! Granola 5 bakalii,Bakalland,,,Poland,https://world.openfoodfacts.org/product/5900749614313/ba-granola-5-bakalii-bakalland,granola
Étcsokis granola málnával,,,,Poland,https://world.openfoodfacts.org/product/5902884463184/etcsokis-granola-malnaval,granola
F**king delicious Granola,All nutrition,,,Poland,https://world.openfoodfacts.org/product/5902837740393/f-king-delicious-granola-all-nutrition,granola
Jogurt kremowy z czarna porzeczka i granola,Bakoma,,,Poland,https://world.openfoodfacts.org/product/5900197029806/jogurt-kremowy-z-czarna-porzeczka-i-granola-bakoma,granola
Gyümölcsös granola,,,,Poland,https://world.openfoodfacts.org/product/5902884463160/gyumolcsos-granola,granola
F**king delicious granola fruity,All  nutrition,,,Poland,https://world.openfoodfacts.org/product/5902837740409/f-king-delicious-granola-fruity-all-nutrition,granola
Granola with Fruits,,,,Poland,https://world.openfoodfacts.org/product/5906660508199/granola-with-fruits,granola
Granola,,,,Sweden,https://world.openfoodfacts.org/product/7310130013263/granola,granola
Strawberry granola,Axa,,,Sweden,https://world.openfoodfacts.org/product/7310130013249/strawberry-granola-axa,granola
Nötsmörsbakad granola,Paulúns,,,Sweden,https://world.openfoodfacts.org/product/7310240407808/notsmorsbakad-granola-pauluns,granola
Axa Granola Jordbær & Solsikkekjerner 400g,LANTMANNEN CEREALIA AS,,,Sweden,https://world.openfoodfacts.org/product/7310130011467/axa-granola-jordbaer-solsikkekjerner-400g-lantmannen-cerealia-as,granola
Coop Granola Jordbær/Hasselnøtter 450g,H. & J. BRÜGGEN KG,,,Sweden,https://world.openfoodfacts.org/product/7340011492542/coop-granola-jordbaer-hasseln%C3%B8tter-450g-h-j-bruggen-kg,granola
Granola med bär - Glutenfritt,ICA,,,Sweden,https://world.openfoodfacts.org/product/7318690172239/granola-med-bar-glutenfritt-ica,granola
Granola,ICA,,,Sweden,https://world.openfoodfacts.org/product/7318690507154/granola-ica,granola
Granola,Paulind,,,Sweden,https://world.openfoodfacts.org/product/7350126081555/granola-paulind,granola
Granola no sugar added,Jordans,,,Sweden,https://world.openfoodfacts.org/product/0737282365014/granola-no-sugar-added-jordans,granola
Granola Berries and Almonds,Coop,,,Sweden,https://world.openfoodfacts.org/product/7340011494546/granola-berries-and-almonds-coop,granola
Grain Free Granola,Paleo Pure,,,Sweden,https://world.openfoodfacts.org/product/0735850468860/grain-free-granola-paleo-pure,granola
Granola,Granola da dinda,,,Sweden,https://world.openfoodfacts.org/product/0735201158068/granola-granola-da-dinda,granola
Coop Granola Bringebær/Kakao 450g,H. & J. BRÜGGEN KG,,,Sweden,https://world.openfoodfacts.org/product/7340191120181/coop-granola-bringebaer-kakao-450g-h-j-bruggen-kg,granola
Granola Kanel,Coop,,,Sweden,https://world.openfoodfacts.org/product/7300156503107/granola-kanel-coop,granola
Granola bär,EWA LIE,,,Sweden,https://world.openfoodfacts.org/product/7350055320473/granola-bar-ewa-lie,granola
Ekologisk granola äpple & kanel,Urban Deli,,,Sweden,https://world.openfoodfacts.org/product/7350071347492/ekologisk-granola-apple-kanel-urban-deli,granola
Granola,AXA,,,Sweden,https://world.openfoodfacts.org/product/7310130013270/granola-axa,granola
Glutenfri granola,,,,Sweden,https://world.openfoodfacts.org/product/7340191112773/glutenfri-granola,granola
Grain free Granola,Renée Voltaire,,,Sweden,https://world.openfoodfacts.org/product/7340130500906/grain-free-granola-renee-voltaire,granola
Breakfast Granola,Coop,,,Sweden,https://world.openfoodfacts.org/product/7340191153080/breakfast-granola-coop,granola
Hjälteroll granola with nuts and berries,Ikea,,,Sweden,https://world.openfoodfacts.org/product/7315120008465/hjalteroll-granola-with-nuts-and-berries-ikea,granola
Granola äpple kanel,,,,Sweden,https://world.openfoodfacts.org/product/7350099111112/granola-apple-kanel,granola
Crunchy granola blueberry & raspberry,Renee voltaire,,,Sweden,https://world.openfoodfacts.org/product/7340130500500/crunchy-granola-blueberry-raspberry-renee-voltaire,granola
"Granola, marja ja manteli",,,,Sweden,https://world.openfoodfacts.org/product/7340191153059/granola-marja-ja-manteli,granola
Porridge citron cajou,,,,France,https://world.openfoodfacts.org/product/3770014104250/porridge-citron-cajou,porridge
Praliné orangette,Porridge Lab,,,France,https://world.openfoodfacts.org/product/3770014104304/praline-orangette-porridge-lab,porridge
Porridge frangipane,Porridge Lab,,,France,https://world.openfoodfacts.org/product/3770014104359/porridge-frangipane-porridge-lab,porridge
Porridge amandes coco,Snooze,,,France,https://world.openfoodfacts.org/product/3770015654426/porridge-amandes-coco-snooze,porridge
Pate à tartiner Dulce,Porridge lab,,,France,https://world.openfoodfacts.org/product/3770014104366/pate-a-tartiner-dulce-porridge-lab,porridge
Porridge orangette,Porridge lab,,,France,https://world.openfoodfacts.org/product/3770014104311/porridge-orangette-porridge-lab,porridge
Porridge Bowl,Picard,,,France,https://world.openfoodfacts.org/product/3270160378333/porridge-bowl-picard,porridge
Porridge choco,Acaz,,,France,https://world.openfoodfacts.org/product/3273120503165/porridge-choco-acaz,porridge
Porridge bio fruits des bois,,,,France,https://world.openfoodfacts.org/product/3760377513653/porridge-bio-fruits-des-bois,porridge
Carman’s,Protein porridge,,,France,https://world.openfoodfacts.org/product/00311153/carman-s-protein-porridge,porridge
Porridge Hafermahlzeit Apfel-Zimt,"Golden Bridge, Golden Bridge (Aldi)",325g,,Germany,https://world.openfoodfacts.org/product/4061464912250/porridge-hafermahlzeit-golden-bridge,porridge
High Protein Porridge - Karamell Butterkeks,Crownfield,375g,,Germany,https://world.openfoodfacts.org/product/4056489917700/high-protein-porridge-crownfield,porridge
Apple Pie Style Porridge,Naturally Pam by Pamela Reif,60g,,Germany,https://world.openfoodfacts.org/product/4260697373276/apple-pie-style-porridge-naturally-pam-by-pamela-reif,porridge
Protein Porridge,Seitenbacher,,,Germany,https://world.openfoodfacts.org/product/4008391066045/protein-porridge-seitenbacher,porridge
Bio Hafer Schoko porridge,Alnativ,,,Germany,https://world.openfoodfacts.org/product/4260012979930/bio-hafer-schoko-porridge-alnativ,porridge
Porridge Apfel-Zimt,Haferkater,180g,,Germany,https://world.openfoodfacts.org/product/4260667820151/apfel-zimt-porridge-haferkater,porridge
Porridge topping,Haferkater,,,Germany,https://world.openfoodfacts.org/product/4260667820199/porridge-topping-haferkater,porridge
Porridge Schoko,LiveFresh,,,Germany,https://world.openfoodfacts.org/product/4260596132677/porridge-schoko-livefresh,porridge
Molk Porridge,,,,Germany,https://world.openfoodfacts.org/product/4260701410232/molk-porridge,porridge
Porridge,Gourmet,,,Germany,https://world.openfoodfacts.org/product/4047247912723/porridge-gourmet,porridge
Porridge choco lidl,Fit 4 days,,,Germany,https://world.openfoodfacts.org/product/4251650811744/porridge-choco-lidl-fit-4-days,porridge
Enjoy Free Porridge banana,,65g,Aldi,Germany,https://world.openfoodfacts.org/product/4099200703398/enjoy-free-porridge-banana,porridge
Porridge Heidelbeer Chia,Gut bio,,,Germany,https://world.openfoodfacts.org/product/4047247200509/porridge-heidelbeer-chia-gut-bio,porridge
Nesquik,Porridge,,,Germany,https://world.openfoodfacts.org/product/43996739/nesquik-porridge,porridge
Porridge mit Chiasamen und Nüssen,Rewe,,,Germany,https://world.openfoodfacts.org/product/4001590186712/porridge-mit-chiasamen-und-nussen-rewe,porridge
Porridge Apfel Zimt,Milram,,,Germany,https://world.openfoodfacts.org/product/0404046664347/porridge-apfel-zimt-milram,porridge
Himbeer porridge,Bauerfunken,,,Germany,https://world.openfoodfacts.org/product/4001590186811/himbeer-porridge-bauerfunken,porridge
Porridge Schokolade Gekeimt,Koro,,,Germany,https://world.openfoodfacts.org/product/4255582800845/porridge-schokolade-gekeimt-koro,porridge
Porridge extra,Live fresh,,,Germany,https://world.openfoodfacts.org/product/4260596132660/porridge-extra-live-fresh,porridge
Porridge mohnvanille,,,,Germany,https://world.openfoodfacts.org/product/4260188788886/porridge-mohnvanille,porridge
Porridge,Vitalis,,,Germany,https://world.openfoodfacts.org/product/4000520033775/porridge-vitalis,porridge
Vitalis Schoko Porridge,Dr. Oetker,,,Germany,https://world.openfoodfacts.org/product/4000521033699/vitalis-schoko-porridge-dr-oetker,porridge
Porridge mit Kokossauce,Prepmymeal,,,Germany,https://world.openfoodfacts.org/product/4260131323713/porridge-mit-kokossauce-prepmymeal,porridge
Mango porridge,Prepmymeal,,,Germany,https://world.openfoodfacts.org/product/4260131323720/mango-porridge-prepmymeal,porridge
Sweet Dukkah Porridge Topping,Fuchs,,,Germany,https://world.openfoodfacts.org/product/4027900114220/sweet-dukkah-porridge-topping-fuchs,porridge
Wild Kids porridge,3bears,,,Germany,https://world.openfoodfacts.org/product/4260462982788/wild-kids-porridge-3bears,porridge
Protein Porridge,Fit4Day,,,Germany,https://world.openfoodfacts.org/product/4251650809383/protein-porridge-fit4day,porridge
Porridge Schokolade,Live fresh,,,Germany,https://world.openfoodfacts.org/product/4260596132707/porridge-schokolade-live-fresh,porridge
Porridge Beere Vanille,Live Fresh,,,Germany,https://world.openfoodfacts.org/product/4260596132684/porridge-beere-vanille-live-fresh,porridge
Bio Porridge Apfel Erdbeere,Foodoh,,,Germany,https://world.openfoodfacts.org/product/4260221370016/bio-porridge-apfel-erdbeere-foodoh,porridge
Porridge to Go Bio,Wacker,,,Germany,https://world.openfoodfacts.org/product/4260581094003/porridge-to-go-bio-wacker,porridge
Porridge Bio,,,,Germany,https://world.openfoodfacts.org/product/4260152782315/porridge-bio,porridge
Hafer Porridge Apfel Zimt,Schaffen Mühle,,,Germany,https://world.openfoodfacts.org/product/4000954610283/hafer-porridge-apfel-zimt-schaffen-muhle,porridge
Frucht Porridge,Odenwald,,,Germany,https://world.openfoodfacts.org/product/4008061021879/frucht-porridge-odenwald,porridge
Porridge Hafermahlzeit,,,,Germany,https://world.openfoodfacts.org/product/4260122512409/porridge-hafermahlzeit,porridge
High protein golden syrup porridge,,,,Germany,https://world.openfoodfacts.org/product/4064684809171/high-protein-golden-syrup-porridge,porridge
Frühstücksbrei Porridge,Dr. Almond,,,Germany,https://world.openfoodfacts.org/product/4260403360941/fruhstucksbrei-porridge-dr-almond,porridge
Apfel-Zimt Porridge 2.0,Oatsome,,,Germany,https://world.openfoodfacts.org/product/4260686523651/apfel-zimt-porridge-2-0-oatsome,porridge
Porridge Apple Cinnamon,Foodist,,,Germany,https://world.openfoodfacts.org/product/4255719304710/porridge-apple-cinnamon-foodist,porridge
Vegan porridge nut mix,Ruf,,,Germany,https://world.openfoodfacts.org/product/4002809018916/vegan-porridge-nut-mix-ruf,porridge
Fresh porridge,M&s,,,Germany,https://world.openfoodfacts.org/product/0400270574834/fresh-porridge-m-s,porridge
Apfel zimt porridge,Haferkater,,,Germany,https://world.openfoodfacts.org/product/4260667828751/apfel-zimt-porridge-haferkater,porridge
Strawberry choco porridge,,,,Germany,https://world.openfoodfacts.org/product/4251680813206/strawberry-choco-porridge,porridge
Bluey Porridge,3Bears,,,Germany,https://world.openfoodfacts.org/product/4260462986380/bluey-porridge-3bears,porridge
Porridge Schoko,KoRo,,,Germany,https://world.openfoodfacts.org/product/4255582811087/porridge-schoko-koro,porridge
Porridge adventskalender,,,,Germany,https://world.openfoodfacts.org/product/4251680813480/porridge-adventskalender,porridge
Porridge con fiocchi d’avena integrali imp,Sarchio,,,Italy,https://world.openfoodfacts.org/product/8003712011045/porridge-con-fiocchi-d-avena-integrali-imp-sarchio,porridge
Porridge ribes nero e cioccolato,Boscovivp,,,Italy,https://world.openfoodfacts.org/product/8053323421702/porridge-ribes-nero-e-cioccolato-boscovivp,porridge
Porridge,Verival,,,Italy,https://world.openfoodfacts.org/product/8070937038348/porridge-verival,porridge
Uber porridge proteico,,,,Italy,https://world.openfoodfacts.org/product/8052204790661/uber-porridge-proteico,porridge
Protein Porridge Apple & Cinnamon,One Day More,,,Poland,https://world.openfoodfacts.org/product/5905108802417/protein-porridge-apple-cinnamon-one-day-more,porridge
Banana &salted caramel protein porridge,,,,Poland,https://world.openfoodfacts.org/product/5905108802400/banana-salted-caramel-protein-porridge,porridge
Porridge,,,,Poland,https://world.openfoodfacts.org/product/5902884465997/porridge,porridge
Activia bien-être digestif saveur myrtille,DANONE,280 g,,France,https://world.openfoodfacts.org/product/3033491993176/kefir-saveur-myrtille-activia-activia-danone,yogurt
Skyr fruit rouge,Yoplait,4 x 100 g,tesco,France,https://world.openfoodfacts.org/product/3329770087316/skyr-fruit-rouge-yoplait,yogurt
Lindahls  Pro+ saveur passion,Nestlé,320 g,,France,https://world.openfoodfacts.org/product/3023290077771/lindahls-pro-nestle,yogurt
Yaourts à la grecque aux morceaux de fraise,Yaos,125 g,,France,https://world.openfoodfacts.org/product/3023290063033/yaourts-a-la-grecque-aux-morceaux-de-fraise-yaos,yogurt
